bug type,species,sym_index,Median_R,Median_G,Median_B,Std_R,Std_G,Std_B,Area,Orthogonal_Lines,Mean_Intensity
Bee,Apis mellifera,114.08896416666667,52.0,69.0,108.0,40.269370113630174,41.26398317986863,44.818181233127966,90361.0,1.2747548783981961,0.3037022916666667
Bee,Apis mellifera,139.0479865,111.0,141.0,170.0,61.91163808046151,59.31760473583041,59.95392429036542,181524.0,1.0,0.9917361805555556
Bee,Andrenidae,141.63839266666668,58.0,72.0,93.0,50.898943945973706,54.294386697339334,57.23678949877992,358205.0,1.118033988749895,1.207253875
Bee,Apis mellifera,125.759932,69.0,100.0,132.0,48.50761106977822,44.215559712641294,49.31233198542779,428531.0,1.0,1.8732237777777778
Bee,Apis mellifera,128.25546408333332,95.0,120.0,139.0,47.636720636277026,49.40002021304442,50.07429689633073,272691.0,1.0004677197566405,1.2695551388888888
Bee,Apis mellifera & Megachile centuncularis,137.09609941666668,58.0,61.0,81.0,58.4508225082855,60.86169712378821,68.51819481171877,236740.0,1.0,0.7959214861111111
Bee,Apis mellifera,138.038435,42.0,63.0,77.0,44.80968301857646,50.38532092925722,55.26763536673864,195742.0,1.0013541899731195,0.5738685277777777
Bee,Apis mellifera,110.4310615,32.0,51.0,70.0,36.99091697421535,48.33149801074276,51.36076854892605,193068.0,1.0015946475751993,0.5081804444444444
Bee,Apis mellifera,122.29820808333334,28.0,37.0,57.0,47.202185127609326,49.54143218502413,48.88376754416178,130014.0,1.0,0.318692625
Bee,Apis mellifera,147.99359675,65.0,97.0,118.0,35.49956243091117,46.22214215543448,50.74702261561175,226976.0,1.001791446950301,0.8311628055555556
Bee,Apis mellifera,83.49877,88.0,128.0,151.0,53.26071983321595,62.29575644122234,63.649250228512116,250740.0,1.0,1.2255369722222222
Bee,Apis mellifera,142.84964575,65.0,91.0,109.0,44.09892690013977,45.57876729105866,47.0269654511318,277680.0,1.0,1.0729805
Bee,Apis mellifera,127.49497308333333,45.0,65.0,87.0,41.984803141630564,44.588168680582804,50.42578035191402,398036.0,1.0,1.1834651388888888
Bee,Andrenidae,106.45764883333334,52.0,72.0,90.0,29.165267430624247,34.21862788441932,39.00912966808919,352830.0,1.043245929282984,1.0416644305555556
Bee,Andrenidae,158.64819525,62.0,89.0,101.0,52.38133532489902,55.90193502779787,55.84521327246895,225348.0,1.0028287722218483,0.8844887222222222
Bee,Apis mellifera,136.41536725,68.0,91.0,102.0,42.863069925176816,45.36817958514439,46.35064452495959,318093.0,1.001111901486647,1.2236826388888888
Bee,Apis mellifera,147.2444635,79.0,84.0,122.0,42.7223091356638,44.95245864803391,47.997968805838184,465392.0,1.0,1.815999513888889
Bee,Apis mellifera,117.17271408333333,85.0,106.0,127.0,45.4659651759151,45.19593159362092,48.30789912342913,301304.0,1.0011931851468254,1.3337775277777777
Bee,Megachile centuncularis,133.75976,32.0,68.0,79.0,42.0420930194357,42.821848000722376,46.04028813402557,326770.0,1.0,0.9584503194444445
Bee,Megachile centuncularis,140.40223483333332,60.0,84.0,98.0,44.161856556183146,42.30267497143862,45.11698340433194,502427.0,1.0,1.7560200416666667
Bee,Megachile centuncularis,114.875117,97.0,78.0,87.0,66.94287514806042,52.427298011592725,59.198221012859946,290784.0,1.001337467155436,1.161160861111111
Bee,Megachile centuncularis,115.24933041666667,101.0,87.0,111.0,66.2345996737985,54.266553844894965,62.73058274468106,229113.0,1.0,0.9825881666666667
Butterfly,Pieris rapae,96.66491508333333,155.0,192.0,189.0,44.09615550757426,37.77343469350152,38.707849463640244,427326.0,1.0008802517437876,3.1226227083333336
Bee,Megachile centuncularis,129.9670625,102.0,88.0,121.0,56.37440616227443,53.2781514857209,54.725906926775984,476392.0,1.0006650183264656,2.13048075
Bee,Megachile centuncularis,148.0506675,134.0,108.0,135.0,58.27640689596081,50.473062935294045,52.81239303662652,526472.0,1.0,2.7030405833333333
Bee,Megachile centuncularis,126.92721175,102.0,98.0,110.0,51.52171639800505,47.876805016659745,47.0522351241095,489408.0,1.0,2.12383475
Bee,Megachile centuncularis,136.01977933333333,98.0,102.0,118.0,46.932319689678714,46.84213427150966,48.61106263466439,395580.0,1.0001862297891169,1.8417368333333333
Bee,Megachile centuncularis,77.63909425,70.0,91.0,104.0,53.713062475385456,55.87585840050526,55.12735174472994,282978.0,1.0,1.161413888888889
Bee,Megachile centuncularis,105.16270525,22.0,38.0,67.0,31.981206024476805,38.23780394746258,40.42840314215426,322832.0,1.0011700740840086,0.6879139444444444
Bee,Anthidium manicatum,79.856265,47.0,67.0,80.0,43.96355958428496,50.861393091630596,54.07594998992329,204668.0,1.0005114759326437,0.6519789583333333
Bee,Anthidium manicatum,90.73452266666666,49.0,69.0,83.0,45.393121489540775,52.266303911624995,54.85508320700254,188792.0,1.0014297847604166,0.6215634583333334
Bee,Anthidium manicatum,115.15989358333333,39.0,54.0,68.0,43.68838297699246,43.82406329659537,49.492277298652276,249688.0,1.0,0.6500986944444445
Bee,Anthidium manicatum,116.71209575,43.0,60.0,74.0,54.71550666705779,51.72035802733731,57.53349456180406,275316.0,1.0012290233421537,0.8212449444444444
Bee,Anthidium manicatum (+Apis mellifera),85.53838616666667,57.0,78.0,104.0,46.31843397196164,51.04521187023054,54.976860601759675,191108.0,1.0,0.6943756805555555
Bee,Anthidium manicatum,149.60610983333333,58.0,47.0,70.0,46.39927561160914,34.121382985155314,49.46692969852156,407924.0,1.0,1.1229361527777777
Bee,Anthidium manicatum,120.081477,42.0,33.0,49.0,32.39865906228686,31.240178397949144,40.585846454518745,481308.0,1.0015071616533653,0.9951119444444444
Bee,Anthidium manicatum,124.1587545,41.0,33.0,46.0,54.73154000982221,58.797617514820644,65.25463976449186,316436.0,1.0005195990315612,0.8393779583333333
Bee,Anthidium manicatum,139.15758866666667,49.0,41.0,69.0,35.771817409098865,35.279417147948664,44.36605732289715,631698.0,1.0,1.5135875555555556
Bee,Anthidium manicatum,118.51031333333333,43.0,31.0,51.0,38.92540580006816,31.198525113456725,41.52924318852693,585908.0,1.0,1.2374125694444444
Bee,Anthidium manicatum,133.74035766666665,57.0,66.0,93.0,59.954408305052326,58.18152926965986,66.04640040411401,591760.0,1.0010187528680723,1.933156361111111
Bee,Anthidium manicatum,120.99586058333334,74.0,85.0,99.0,55.414982527551444,54.38322765277496,59.100871988340145,420248.0,1.001229593991987,1.6832888333333333
Bee,Anthidium manicatum,93.99950766666667,74.0,88.0,104.0,52.805073024807335,54.366568721533696,59.923689298200784,387516.0,1.0006093801739502,1.5427311805555555
Bee,Xylocopa,129.20064841666667,48.0,56.0,52.0,44.47146614824482,41.13404586928671,46.066799064495626,425496.0,1.0012803315907723,1.0577951666666667
Bee,Xylocopa,124.2829285,39.0,41.0,40.0,37.39960513525025,34.631277803440845,37.871176935188714,366388.0,1.0,0.7337712638888889
Hover fly,Eristalis,120.79763333333334,44.0,66.0,93.0,42.749782532882406,45.85563568343864,50.06103383540866,164992.0,1.0024834933116933,0.5209575
Hover fly,Eristalis,116.2571655,70.0,123.0,137.0,48.48574799266212,63.483965013847445,60.84687978631261,176940.0,1.0,0.7840513888888889
Hover fly,Eristalis,143.18563208333333,87.0,125.0,142.0,60.60547157581086,61.89142409696188,56.914827630439426,439444.0,1.0,2.1115255
Hover fly,Eristalis,167.32038,69.0,108.0,130.0,45.67928054050534,53.56727055159875,47.536189349915176,407168.0,1.0,1.7721052222222222
Bee,Macropis fulvipes ?,158.47575141666667,65.0,67.0,90.0,53.323136286219686,54.49472530710595,59.65607774506107,114270.0,1.0,0.42186268055555554
Hover fly,Eristalis,137.84051475,60.0,96.0,111.0,49.203196265408515,58.3861562261536,61.554675023230466,321072.0,1.0002654244594322,1.185391361111111
Bee,Macropis fulvipes ?,161.00793083333335,52.0,57.0,74.0,53.41915656661679,53.60675619954549,56.433329109928714,170961.0,1.0009124538600358,0.5243976527777777
Wasp,Vespula germanica,137.81746433333333,30.0,55.0,72.0,40.83407674502387,57.55922568065217,60.521509628361116,465284.0,1.0,1.3032431666666666
Wasp,Vespula germanica,122.88214216666667,26.0,59.0,86.0,44.883490787184,48.82967500486741,60.53034435389206,306968.0,1.001861810254182,0.8290077083333334
Wasp,Vespula germanica,111.15159258333334,21.0,46.0,70.0,48.38407487795732,49.175032356181006,57.971361151494975,304968.0,1.0005205627696494,0.7583169722222223
Wasp,Vespula germanica,114.50999216666666,25.0,58.0,87.0,49.50401447951344,52.7695791359819,60.11675446258869,375268.0,1.0004772920717844,1.07035125
Dragonfly,Aeshnidae,134.96931383333333,65.0,96.0,116.0,50.73854161326373,53.9549413954767,56.71495982218397,965864.0,1.0000996432752598,3.814982111111111
Butterfly,Papilio machaon,120.89281608333333,40.0,54.0,66.0,53.191027584204676,72.6294381933002,78.55876753426612,4498988.0,1.0002665652124476,14.919846666666666
Bumblebee,Bombus hortorum,145.05111083801017,66.0,69.0,95.0,66.87957165064556,65.67095152522616,69.51829678158384,241006.0,1.001885843347033,1.4087110047768152
Bumblebee,Bombus hortorum x2,144.83671016666668,13.0,13.0,75.0,25.434458125757736,25.332708989900905,52.77881863649446,1268072.0,1.0446597681448255,2.1660755
Bumblebee,Bombus hortorum,154.35173641666665,45.0,61.0,86.0,55.982204886123675,58.681860804342136,66.16599037678125,609516.0,1.0,1.9265537361111111
Bumblebee,Bombus hortorum,94.234687,18.0,27.0,44.0,54.78764322691577,59.01675756222488,64.1192073535871,610520.0,1.0,1.3431739166666667
Bumblebee,Bombus hortorum x2,140.71150975,25.0,31.0,88.0,36.036086494371744,34.50137443310003,57.640511447907,1039068.0,1.0,2.4352768333333334
Bumblebee,Bombus hortorum,203.26799533333335,51.0,69.0,91.0,50.652295073109045,51.065574966028265,54.26400797878469,476116.0,1.0006192607862916,1.4354642361111112
Bumblebee,Bombus pascuorum,121.522692,45.0,50.0,74.0,44.60270020501208,42.399479161647896,49.59129829258934,473412.0,1.0000281292940159,1.2976465416666667
Bumblebee,Bombus hortorum,105.75873583333333,41.0,55.0,80.0,50.37184084870091,57.534098045340905,64.29633802435741,946876.0,1.0007820545680168,2.8463040833333335
Bumblebee,Bombus hortorum,119.17514741666666,62.0,66.0,84.0,57.075468764067224,48.60526503888,53.40969724530408,817030.0,1.0006635648182451,2.5085649305555555
Bumblebee,Bombus hortorum,132.29101483333332,30.0,45.0,68.0,40.30506630147505,44.067451532065526,51.24001774591967,931096.0,1.0,2.251228097222222
Bumblebee,Bombus hortorum,114.62394658333334,37.0,68.0,92.0,38.59714770493044,61.69460694175411,61.53062994815706,968244.0,1.0005062625453542,3.0229278055555557
Bumblebee,Bombus hortorum,91.390977,21.0,38.0,55.0,31.176203355239597,50.529227988559946,62.06717409063471,693764.0,1.0,1.5256768611111111
Bumblebee,Bombus hortorum,133.79481591666666,53.0,90.0,107.0,50.84682455949167,56.50285266766108,64.73697664055932,876324.0,1.0,3.1379673194444444
Bumblebee,Bombus hortorum,109.716592,49.0,66.0,93.0,65.63988890989413,66.11335605475301,71.12899289341604,927504.0,1.0,3.246215888888889
Bumblebee,Bombus hortorum,116.32794041666666,14.0,21.0,29.0,45.36482638564163,51.0711290980839,50.059727303769016,634108.0,1.0,1.2657901111111112
Bumblebee,Bombus hortorum,113.95770658333333,21.0,31.0,53.0,32.7212595751354,37.34834650680108,44.53354885781196,872676.0,1.00092963771132,1.6855862083333333
Bumblebee,Bombus hortorum,156.90960566666666,22.0,27.0,35.0,44.33138301068076,46.36411961898269,51.68615609292928,608176.0,1.0005221181989885,1.2575423472222222
Bumblebee,Bombus hortorum,82.235567,40.0,53.0,75.0,51.07557512997011,52.89373196276048,58.749182583375955,617148.0,1.0,1.7229369166666666
Bumblebee,Bombus hortorum,109.84968125,30.0,38.0,52.0,52.4957825982656,52.41067362773925,60.17033040059712,639700.0,1.000714492887884,1.5546557777777779
Bumblebee,Bombus hortorum,102.10292208333334,45.0,59.0,83.0,50.06910933358911,52.09645095994196,59.19534254201034,677404.0,1.0,1.941562013888889
Bumblebee,Bombus hortorum,119.67037083333334,40.0,44.0,57.0,56.42238608007418,62.867982007322276,62.132442951013935,598252.0,1.000969532657256,1.719383111111111
Bumblebee,Bombus hortorum,113.15126616666667,31.0,42.0,66.0,57.55921620404811,57.1101966572125,61.54059800914508,569060.0,1.0014027661555718,1.5429914583333333
Bumblebee,Bombus hortorum,113.08624208333333,36.0,48.0,65.0,30.689199803656788,37.106123036344734,45.03107665558622,757428.0,1.0003488920959602,1.688837138888889
Bumblebee,Bombus hortorum,134.20883791666665,59.0,83.0,110.0,39.56756179279053,52.28753962568933,59.50034642826596,519336.0,1.0,1.8466270833333334
Bumblebee,Bombus hortorum,188.13607083333332,41.0,47.0,70.0,43.66181756538157,39.866746256300544,45.57685407761688,367356.0,1.0014072989066067,0.9129360416666666
Bumblebee,Bombus hortorum,152.87807241666667,43.0,56.0,81.0,35.73944444556687,48.81402086754655,50.862524895429445,783592.0,1.0,2.1169235
Bumblebee,Bombus hortorum,114.44776991666667,32.0,68.0,74.0,29.48510964227655,40.82381741222412,45.70299874991251,520536.0,1.001039841004995,1.264722763888889
Bumblebee,Bombus hortorum,133.66504891666668,40.0,49.0,68.0,51.092897778103705,52.97788769433512,55.974491364228996,520520.0,1.0007731291080306,1.442517388888889
Bumblebee,Bombus hortorum,89.13663533333333,45.0,47.0,63.0,54.86500518141998,51.99952187418627,59.90428842946361,1064620.0,1.0,2.8045844444444445
Bumblebee,Bombus hortorum,116.94009758333333,15.0,17.0,28.0,50.8480503027337,53.53316347064749,58.171612166973546,691136.0,1.0006414380414668,1.3834751388888888
Bumblebee,Bombus hortorum,132.19898141666667,23.0,29.0,40.0,41.18359986511335,43.60346811548867,50.24056610248855,444752.0,1.0010430730834503,0.9229755416666666
Bumblebee,Bombus hortorum,148.48197416666667,15.0,19.0,27.0,36.44290499428313,35.567046477314726,46.34631385496132,349888.0,1.0000342907152027,0.5439402777777778
Bumblebee,Bombus hortorum,102.47625225,14.0,18.0,29.0,29.63593811176032,36.92559199894685,41.989777820908735,695704.0,1.0,0.9815025416666666
Bumblebee,Bombus hortorum,140.762559,35.0,57.0,75.0,37.77769459135331,49.201628088251006,55.04209463970271,850444.0,1.0005326612009682,2.2148164305555555
Bumblebee,Bombus hortorum,114.33986075,19.0,19.0,30.0,46.87815091743346,45.5737495766198,50.030491788654494,894168.0,1.0,1.728359888888889
Bumblebee,Bombus hortorum,123.18137558333333,62.0,76.0,95.0,58.26662468343374,59.95046411252723,59.26082927106624,372528.0,1.0002182584837997,1.3468811111111112
Bumblebee,Bombus hortorum,114.5614775,40.0,52.0,73.0,42.85760249760158,54.78930735949965,69.91322839792508,681582.0,1.0006390564545724,2.0071024166666667
Bumblebee,Bombus hortorum,189.73831816666666,25.0,30.0,42.0,37.68652622822041,33.45577913416133,40.98332591861348,441795.0,1.0005238104385443,0.8059732083333333
Bumblebee,Bombus hortorum,151.77591891666665,36.0,51.0,75.0,43.06832012487236,48.472602453404775,56.6989710942618,651632.0,1.0932163332202425,1.8020340277777778
Bumblebee,Bombus hortorum,167.419438,62.0,78.0,115.0,74.75051225712606,71.50702203229245,76.30952605902405,726684.0,1.0,2.9022473888888887
Bumblebee,Bombus hortorum,155.55502183333334,47.0,69.0,73.0,49.17821587129278,49.836506001504276,51.87415499564145,783753.0,1.0008632639238901,2.0947144583333333
Bumblebee,Bombus hortorum,100.40372058333334,23.0,45.0,52.0,47.53078171555613,47.56385767635292,54.53469785849681,933173.0,1.0,2.044372902777778
Bumblebee,Bombus hortorum,135.0464675,27.0,37.0,58.0,61.008854499828935,59.091427277087305,67.66224332105226,980346.0,1.000995885693626,2.641691125
Bumblebee,Bombus hortorum,135.56714883333333,50.0,71.0,87.0,42.21195395714826,50.635282278985585,52.73402151693705,772088.0,1.0009616518003435,2.335538833333333
Bumblebee,Bombus hortorum,131.15239675,18.0,22.0,38.0,52.067591526392484,48.54377006186455,53.23246474743619,1017515.0,1.0903399477762605,2.100299402777778
Bumblebee,Bombus hortorum,135.39326016666666,51.0,63.0,91.0,38.58660178958974,45.545330603231555,50.60168665191033,726507.0,1.0,2.0789512222222224
Bumblebee,Bombus hortorum,114.41596166666666,31.0,42.0,61.0,46.40285332389358,45.47369334328391,56.05831992746419,484290.0,1.0009789958473678,1.2174610555555556
Bumblebee,Bombus hortorum,117.61980216666667,15.0,19.0,30.0,65.23681776862175,65.7074453464229,69.45838866922787,792990.0,1.0,1.9208686944444444
Bumblebee,Bombus hortorum,123.72438975,26.0,31.0,49.0,49.963818646807994,46.83268150104978,52.01132530648258,739989.0,1.0,1.6271073055555556
Bumblebee,Bombus hortorum,132.054565,51.0,68.0,82.0,59.83129348863311,59.88275906270995,59.668211515105384,933606.0,1.0000695404362077,3.1117916111111112
Bumblebee,Bombus hortorum,139.6841985,23.0,28.0,43.0,59.83738933528326,58.85337028204063,64.7327537601604,930752.0,1.0003881676770217,2.2801556805555556
Bumblebee,Bombus hortorum,143.93285425,47.0,79.0,99.0,65.60661649898928,65.87671119161253,70.19371833292767,480672.0,1.0003211276098718,1.7027964444444443
Bumblebee,Bombus hortorum,61.77580275,28.0,30.0,47.0,45.0802650966938,43.03443691853708,48.69757788789245,856305.0,1.0,1.7679865694444445
Bumblebee,Bombus hortorum,97.498106,47.0,61.0,87.0,49.790337279541205,55.60669902766341,61.47705001293425,518676.0,1.0,1.5924132916666667
Bumblebee,Bombus hortorum,104.5913795,18.0,24.0,41.0,37.48206589846253,41.50961820889678,48.729104944143565,703755.0,1.0,1.2366837361111112
Bumblebee,Bombus pascuorum,149.921086,66.0,86.0,92.0,54.12170316462933,44.67399119695382,51.09277092241039,582561.0,1.0,2.265706277777778
Bumblebee,Bombus pascuorum,139.14252533333334,98.0,120.0,140.0,44.70080842468748,39.986865193748685,45.13782409308977,522813.0,1.0,2.559251361111111
Bumblebee,Bombus pascuorum,140.72957808333334,90.0,114.0,122.0,51.161445642097114,52.065381993515985,62.46572509706382,490549.0,1.0,2.2534491805555557
Bumblebee,Bombus pascuorum,140.27610216666667,91.0,95.0,115.0,46.535009565456456,38.08876143284749,45.285692087744124,446100.0,1.0010589487181967,1.9512967916666666
Bumblebee,Bombus pascuorum,97.13178891666666,66.0,96.0,123.0,59.44869963126,48.10892268995218,62.121592867520775,204915.0,1.0,0.8756738194444444
Bumblebee,Bombus pascuorum,89.24914016666666,52.0,81.0,114.0,58.390947484977424,44.568034372971695,56.082989430776294,209526.0,1.0019872868888562,0.8368720972222222
Bumblebee,Bombus pascuorum,110.99489066666666,50.0,77.0,109.0,51.828886091852674,45.23395197638029,52.96459731722015,190685.0,1.0009147289716402,0.7060289166666667
Bumblebee,Bombus pascuorum,99.70041841666666,55.0,95.0,105.0,42.55297867015702,49.907744452801275,57.263916984638875,649878.0,1.0,2.4981956666666667
Bumblebee,Bombus pascuorum,112.57703483333333,84.0,112.0,153.0,60.65703037711421,50.144036979105486,59.177862792836244,517734.0,1.0010053620063237,2.6750448472222224
Bumblebee,Bombus pascuorum,139.94107083333333,33.0,60.0,117.0,29.993715599756495,40.359122872640135,50.117064514690156,691413.0,1.0,2.1540610555555557
Bumblebee,Bombus pascuorum,133.48072858333333,83.0,120.0,128.0,54.23664419297986,51.80945675873624,55.82760517829164,365704.0,1.0006458953666315,1.8159937777777777
Bumblebee,Bombus pascuorum,142.92295825,69.0,69.0,90.0,62.425271889914995,46.1858269065669,48.194033222553955,400422.0,1.0008786998571015,1.4041030277777777
Bumblebee,Bombus pascuorum,80.547651,52.0,64.0,96.0,59.05124579682731,54.54797199859719,60.99285567103437,340292.0,1.0000559587856808,1.2363439444444444
Bumblebee,Bombus pascuorum,121.73148016666667,75.0,90.0,120.0,49.089152147843436,49.739734095311356,55.85280406158103,703632.0,1.0007639543630202,2.8819079444444444
Bumblebee,Bombus pascuorum,108.79134583333334,92.0,113.0,142.0,49.82639663956045,51.97469265809577,57.01993331086321,799461.0,1.0,3.776777902777778
Bee & Bumblebee,Bombus hortorum & Megachile centuncularis,173.1565785,,,,,,,0.0,,109.58499958333333
Butterfly,Pieris rapae,147.87139458333334,198.0,182.0,195.0,76.83178541205396,73.43644799634131,69.89839813035009,189519.0,1.0,1.3028583055555556
Bumblebee,Bombus pascuorum,88.05580825,45.0,62.0,81.0,38.91162326721919,43.55084321842729,47.47065177792757,370411.0,1.0012563590957595,1.065510888888889
Bee,Megachile centuncularis,132.2082325,111.0,77.0,122.0,64.22426213866069,45.015250931471044,57.544007292602394,907013.0,1.0004647592690603,3.7151705555555554
Bee,Megachile centuncularis,165.40657816666666,54.0,51.0,76.0,49.250928750931436,35.75178268175277,43.57216240457272,434733.0,1.0,1.2577221666666667
Bee,Megachile centuncularis,164.68223383333333,66.0,53.0,81.0,47.750848421754625,33.86661800995819,39.78626514653837,530730.0,1.0,1.5352460277777777
Bee,Megachile centuncularis,139.28528691666668,98.0,69.0,110.0,63.65149879609942,48.018417454273596,59.9329717048862,783879.0,1.0,3.079599763888889
Bee,Apis mellifera,175.81857616666667,91.0,63.0,123.0,57.8106189730895,32.47926382437318,46.47936707293548,505839.0,1.0010472879443764,2.0364464444444446
Bee,Apis mellifera,128.15638475,118.0,84.0,145.0,53.076441551312655,37.188716491036914,49.04036432687942,422790.0,1.0004138595764565,1.9968354027777777
Bee,Apis mellifera,120.641575,99.0,83.0,126.0,43.7675138812848,31.52159977618827,41.20320942737572,637155.0,1.0,2.742187375
Bee,Megachile centuncularis,142.254707,95.0,91.0,106.0,47.84194112982393,43.821320458599416,47.749852452483076,819729.0,1.0,3.291194791666667
Bee,Anthidium,101.59548991666666,97.0,107.0,119.0,36.02704334672273,42.93109882120168,44.098509096611764,297624.0,1.001380975827512,1.3666590555555556
Bee,Anthidium,144.14178116666668,92.0,99.0,108.0,48.03639777655093,54.096165909390585,54.0507910493339,325168.0,1.00095088161632,1.470559236111111
Bee,Anthidium,137.1974005,89.0,85.0,102.0,42.492504353774116,47.961633187567195,52.84977647707109,381155.0,1.0,1.594134263888889
Bumblebee,Bombus pascuorum,146.29745191666666,76.0,116.0,151.0,56.791613515203025,48.49947265253954,52.59988447096108,460998.0,1.0014797246254035,2.3686013055555555
Bumblebee,Bombus pascuorum,156.38120116666667,71.0,104.0,133.0,49.365852827838815,51.690273944250464,56.912411232711555,594144.0,1.0000332517657535,2.806196986111111
Hover fly,Eristalis,122.6372315,54.0,83.0,119.0,45.55320887794916,51.90278780544835,49.58754837999827,312779.0,1.0009846478951645,1.1852459722222222
Bumblebee,Bombus hortorum,111.10174433333333,21.0,35.0,59.0,43.27647526951161,42.66623051590616,52.37043357592307,511747.0,1.0013298562959945,1.0769861388888888
Bumblebee,Bombus pascuorum,104.12011541666666,74.0,115.0,148.0,57.95059765193144,46.79927669307449,55.37127803371359,501309.0,1.0,2.6016469583333333
Bee,Apis mellifera,118.17403075,82.0,104.0,119.0,49.39329035673529,45.808230111257465,51.28228649027852,309561.0,1.0007529931956718,1.3386138055555556
Bee,Apis mellifera,99.63183533333333,73.0,110.0,124.0,39.13203796858119,42.890925048265515,47.10593034280812,538659.0,1.0,2.3589215694444445
Hover fly,Eristalis,104.412548,98.0,99.0,121.0,55.2489295786099,49.64671091695158,54.561150801404224,724155.0,1.0,3.5672528333333333
Hover fly,Eristalis,125.689658,84.0,103.0,109.0,50.12022245129273,47.27074506074641,48.630513919866445,663454.0,1.0005063469291977,2.841783625
Bumblebee,Bombus hortorum,134.26648291666666,53.0,62.0,89.0,52.9240038485131,51.99642092177469,57.331137640340444,578166.0,1.0001236309043393,1.7809018611111112
Bumblebee,Bombus pascuorum,145.48947425,68.0,93.0,117.0,50.34259664829479,40.264976891487315,47.45338832348631,643731.0,1.001112549292507,2.7440794444444445
